DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.1,8.5,47.7,100%,44.3,3.4
3 Pointers,1.1,2.9,36.2,34.3%,35.4,0.9
2 Pointers,3.0,5.6,53.7,65.7%,48.8,4.9
Less Than 6 Ft,1.0,1.4,69.4,16.6%,60.9,8.5
Less Than 10 Ft,1.4,2.3,64.3,26.5%,55.6,8.8
Greater Than 15 Ft,2.2,5.2,42.0,60.8%,37.5,4.5
